Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;;;;;039;39726;Montes, Jennifer L.;5.9%;17.6%;;;11.8%;;23.5%;11.8%;;5.9%;5.9%;5.9%;;;11.8%;;;;;;;;;
;;;;;;042;39730;Latoz, Traci L.;52.6%;15.8%;;;15.8%;;5.3%;;;5.3%;5.3%;;;;;;;;;;;;;
;;;;;;043;39731;Latoz, Traci L.;77.8%;5.6%;;;5.6%;5.6%;5.6%;;;;;;;;;;;;;;;;;
;;;;;;044;40070;Scharrer, Amanda L.;68.8%;12.5%;;;18.8%;;;;;;;;;;;;;;;;;;;
;;;;;;045;40075;Boersma, Cari A.;40.0%;20.0%;;;20.0%;;10.0%;;;;;;;;5.0%;;;;;;;;5.0%;
;;;;;;046;40076;Boyd, Blake A.;22.2%;5.6%;22.2%;;;;5.6%;11.1%;5.6%;;;;;;11.1%;;;;;;;;16.7%;
;;;;;;047;40079;Mukhopadhyay, Anaggha;68.4%;;;;15.8%;;;;;5.3%;5.3%;;;;;;;;;;;;5.3%;
;;;;;;048;40080;Nwoko, Onyinyechi B.;37.5%;12.5%;;;12.5%;;18.8%;;;;;6.3%;;;;;;;;;;;12.5%;
;;;;;;049;40081;Iserman, Adam D.;66.7%;5.6%;;;;5.6%;5.6%;11.1%;;5.6%;;;;;;;;;;;;;;
;;;;;;051;41457;Deyoe, Diana L.;55.6%;27.8%;;;5.6%;;11.1%;;;;;;;;;;;;;;;;;
;;;;;;052;41458;Schultz, James E.;60.0%;25.0%;;;;;15.0%;;;;;;;;;;;;;;;;;
;;;;;;053;41503;Patel, Dharmini R.;70.6%;11.8%;;;5.9%;;;;;;5.9%;;;;5.9%;;;;;;;;;
;;22400;Com Global Workplace;202620;Spring 2026;002;12639;Lee, Seungyoon;8.3%;25.0%;12.5%;;20.8%;8.3%;12.5%;;8.3%;4.2%;;;;;;;;;;;;;;
;;;;;;018;40922;Jha, Bedadyuti;58.3%;12.5%;;;4.2%;;8.3%;;4.2%;4.2%;;;;;;;;;;;;;8.3%;
;;25000;Mass Commun & Society;202620;Spring 2026;001;12641;Sherrick, Brett I.;33.3%;22.2%;3.7%;;7.4%;11.1%;18.5%;;;3.7%;;;;;;;;;;;;;;
;;25100;Comm, Info, And Society;202620;Spring 2026;003;38465;Lim, Sue;21.7%;13.0%;4.3%;;8.7%;8.7%;17.4%;;8.7%;13.0%;;;;;;;;;;;;;4.3%;
;;;;;;004;39685;Jha, Bedadyuti;66.7%;9.5%;;;4.8%;4.8%;;;;;4.8%;;;;4.8%;;;;;;;;4.8%;
;;;Comm, Info, And Society-Honors;202620;Spring 2026;003;38465;Lim, Sue;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;25200;Writing For Mass Media;202620;Spring 2026;001;53520;Natt, Jane G.;10.0%;15.0%;5.0%;;25.0%;10.0%;10.0%;5.0%;5.0%;10.0%;;;;;;;;;;;;;5.0%;
;;;;;;005;65197;Mattingly, Andrea L.;61.9%;14.3%;;;;;19.0%;;4.8%;;;;;;;;;;;;;;;
;;25300;Intro To Public Rels;202620;Spring 2026;001;12657;Mattingly, Andrea L.;13.8%;31.3%;;;20.0%;8.8%;13.8%;1.3%;2.5%;5.0%;;;;;;;;1.3%;;;;;2.5%;
;;25600;Intro To Advertising;202620;Spring 2026;001;12659;Afoakwa-Acheampong, Cindy;74.9%;7.5%;;;6.0%;1.0%;3.0%;2.0%;;1.5%;1.5%;1.0%;;;0.5%;;0.5%;;;;;;0.5%;
;;;Intro To Advertising-Honors;202620;Spring 2026;001;12659;Afoakwa-Acheampong, Cindy;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;25700;PR Techniques;202620;Spring 2026;001;29994;Mattingly, Andrea L.;60.0%;26.7%;;;6.7%;;6.7%;;;;;;;;;;;;;;;;;
;;26100;Intr Digitl Video Prod;202620;Spring 2026;001;16564;Deaztlan, Tonantzin;33.3%;25.0%;16.7%;;;8.3%;8.3%;;;8.3%;;;;;;;;;;;;;;
;;27100;Podcasting;202620;Spring 2026;001;25521;Deaztlan, Tonantzin;16.7%;16.7%;41.7%;;8.3%;;;;8.3%;8.3%;;;;;;;;;;;;;;
;;28500;Intro To Publication Design;202620;Spring 2026;001;20332;Tucker, Mark A.;33.3%;;;;46.7%;;6.7%;;;13.3%;;;;;;;;;;;;;;
;;30300;Intercultural Communic;202620;Spring 2026;001;16568;Byrd, Gabrielle A.;20.0%;12.0%;;;4.0%;32.0%;16.0%;4.0%;;4.0%;;;;;4.0%;;;;;;;;4.0%;
;;;;;;002;15209;Choung, Hyesun;32.0%;12.0%;;;16.0%;20.0%;4.0%;4.0%;;4.0%;4.0%;;;;4.0%;;;;;;;;;
;;30400;Quant Methods Com Res;202620;Spring 2026;001;16573;Perrault, Evan K.;9.6%;11.5%;3.8%;;23.1%;13.5%;15.4%;3.8%;3.8%;9.6%;;;1.9%;;3.8%;;;;;;;;;
;;31400;Adv Presntatnl Spk;202620;Spring 2026;001;16591;Jones, Barbara K.;50.0%;20.0%;10.0%;;;;;;;;;;;;;;;;;;;;20.0%;
;;;;;;006;16065;Jones, Barbara K.;18.2%;36.4%;18.2%;;9.1%;;9.1%;9.1%;;;;;;;;;;;;;;;;
;;;Adv Presntatnl Spk-Honors;202620;Spring 2026;001;16591;Jones, Barbara K.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;31800;Prin Of Persuasion;202620;Spring 2026;002;12694;Hoewe, Jennifer E.;16.2%;16.4%;2.2%;;17.5%;11.1%;9.2%;7.8%;3.3%;9.5%;1.1%;0.6%;1.7%;;1.9%;;;;;;;;1.4%;
;;32000;Small Group Communication;202620;Spring 2026;003;16601;Nwoko, Onyinyechi B.;40.0%;32.0%;;;4.0%;;16.0%;4.0%;;;;;;;;;;;;;;;4.0%;
;;;;;;007;16604;Quaresma Ragone, Elisa;36.0%;12.0%;36.0%;;4.0%;;8.0%;;;;;;;;;;;;;;;;4.0%;
;;;;;;008;16605;Jiboye, Subulola E.;36.0%;36.0%;;;12.0%;4.0%;12.0%;;;;;;;;;;;;;;;;;
;;;;;;009;18103;Sawyer, Haley E.;72.0%;;;;20.0%;;;4.0%;;;;;;;;;;;;;;;4.0%;
;;32400;Intro To Organzal Com;202620;Spring 2026;001;16607;Barton, Rachel M.;20.8%;12.5%;;;29.2%;;33.3%;;;;;;;;4.2%;;;;;;;;;
;;;;;;002;12777;Reed, Alyssa L.;29.2%;25.0%;;;20.8%;;4.2%;;4.2%;8.3%;;;4.2%;;;;;;;;;;4.2%;
;;32500;Interview Princ Prac;202620;Spring 2026;005;16617;Freeman, Julius D.;41.7%;20.8%;;;20.8%;;;;8.3%;4.2%;;;;;4.2%;;;;;;;;;
;;;;;;009;66223;Sawyer, Haley E.;60.9%;;;;30.4%;;4.3%;;;4.3%;;;;;;;;;;;;;;
;;;;;;013;16619;Latoz, Traci L.;83.3%;4.2%;;;8.3%;;;;;;;;;;4.2%;;;;;;;;;
;;33200;Television Production;202620;Spring 2026;003;67143;Natt, Caitlin M.;32.6%;30.4%;2.2%;;10.9%;4.3%;10.9%;;;4.3%;;;;;2.2%;;;;;;;;2.2%;
;;33701;Producing Digital Advertising;202620;Spring 2026;001;25702;Martin, Caleb A.;63.6%;18.2%;18.2%;;;;;;;;;;;;;;;;;;;;;
;;35300;Prob Public Relations;202620;Spring 2026;002;34182;Gehres, Ericka K.;71.4%;;;;28.6%;;;;;;;;;;;;;;;;;;;
;;35600;Problms In Advertising;202620;Spring 2026;001;40138;Mattingly, Andrea L.;60.0%;13.3%;6.7%;;6.7%;6.7%;6.7%;;;;;;;;;;;;;;;;;
;;36100;Multiplatform Journalism;202620;Spring 2026;002;20164;Evans, Elizabeth A.;36.4%;9.1%;36.4%;;;;9.1%;;;;;;;;;;;;;;;;9.1%;
;;37200;Com In Relationships;202620;Spring 2026;001;30086;Buehler, Emily M.;55.0%;;30.0%;;;5.0%;5.0%;;;;;;;;;;;;;;;;5.0%;
;;37400;Soc Int Skls: Asmt/Dev;202620;Spring 2026;001;40201;Greene, John O.;5.0%;20.0%;10.0%;;30.0%;;25.0%;5.0%;;;;;;;;;;;;;;;5.0%;
;;37800;Intro To Health Communication;202620;Spring 2026;001;17837;Boyd, Blake A.;26.1%;8.7%;17.4%;;;4.3%;;17.4%;8.7%;8.7%;;;;;8.7%;;;;;;;;;
;;40700;Social Media And News Orgs;202620;Spring 2026;001;12708;Natt, Jane G.;6.7%;26.7%;;;40.0%;13.3%;6.7%;6.7%;;;;;;;;;;;;;;;;
;;;;;;002;15158;Natt, Jane G.;;20.0%;;;26.7%;20.0%;13.3%;13.3%;;;;;;;6.7%;;;;;;;;;
;;41100;Communication & Soc Networks;202620;Spring 2026;001;21136;Foote, Jeremy D.;50.0%;15.0%;5.0%;;20.0%;5.0%;5.0%;;;;;;;;;;;;;;;;;
;;41500;Discuss Tech Problem;202620;Spring 2026;001;15933;Bowling, Roy N.;68.0%;28.0%;;;4.0%;;;;;;;;;;;;;;;;;;;
;;41900;Judgment & Decision Making;202620;Spring 2026;001;12714;Song, Hwanseok;45.0%;15.0%;15.0%;;15.0%;;;;;;;;;;5.0%;;;;;;;;5.0%;
;;45600;Advertising Writing;202620;Spring 2026;001;26201;Lamer, Maryann D.;58.3%;;;;25.0%;;;12.5%;;;;;;;4.2%;;;;;;;;;
;;46400;Am Political Communication;202620;Spring 2026;001;40197;Collier, Jessica R.;27.8%;;27.8%;;5.6%;16.7%;11.1%;;5.6%;;;;;;;;;;;;;;5.6%;
;;47900;Intro To Risk Communication;202620;Spring 2026;001;39697;Song, Hwanseok;43.8%;12.5%;18.8%;;12.5%;;6.3%;;;;;;;;;;;;;;;;6.3%;
;;49101;Boiler Communication;202620;Spring 2026;001;19487;Gehres, Ericka K.;90.6%;;;;6.3%;;;3.1%;;;;;;;;;;;;;;;;
;;49500;Career Readiness;202620;Spring 2026;046;32069;Mazur, Michele M.;20.0%;20.0%;6.7%;;13.3%;6.7%;26.7%;;;6.7%;;;;;;;;;;;;;;
;;;Cont Creation And Soc Med Infl;202620;Spring 2026;042;19972;Perrault, Lindsay;75.0%;5.0%;;;5.0%;5.0%;;;;;;;;;5.0%;;;;;;;;5.0%;
;;;Crisis Communication;202620;Spring 2026;056;40193;Zulli, Diana G.;40.0%;16.0%;8.0%;;12.0%;4.0%;16.0%;;;;;;;;;;;;;;;;4.0%;
;;;PR In Entertainment;202620;Spring 2026;045;30427;Gehres, Ericka K.;90.0%;;;;5.0%;;;5.0%;;;;;;;;;;;;;;;;
;;49501;Sports Media Relations;202620;Spring 2026;001;26013;Natt, Jane G.;20.0%;33.3%;6.7%;;13.3%;6.7%;6.7%;6.7%;;;;;;;6.7%;;;;;;;;;
;;49504;Social Media For Social Good;202620;Spring 2026;001;25522;Gehres, Ericka K.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;49505;Sports Communication;202620;Spring 2026;001;26014;Boyd, Joshua E.;37.1%;;17.1%;;18.6%;2.9%;2.9%;10.0%;;2.9%;4.3%;;;;1.4%;;;;;;;;2.9%;
;;49507;Executive Communication;202620;Spring 2026;001;39651;Catalano, Charles S.;47.6%;14.3%;9.5%;;23.8%;;4.8%;;;;;;;;;;;;;;;;;
;;49700;Career Readiness;202620;Spring 2026;080;32070;Mazur, Michele M.;27.3%;27.3%;;;9.1%;18.2%;;;;18.2%;;;;;;;;;;;;;;
;;;Sports Reporting;202620;Spring 2026;082;39699;Martin, Caleb A.;16.7%;25.0%;58.3%;;;;;;;;;;;;;;;;;;;;;
CPB;CPB-Comparative Pathobiology;25500;Clinical Pathology-VN;202620;Spring 2026;001;59836;Tate, Katherine A.;;2.8%;;;2.8%;8.3%;8.3%;13.9%;8.3%;13.9%;11.1%;16.7%;5.6%;;;;;;;;;;8.3%;
;;35100;Microbiology-VN;202620;Spring 2026;002;65120;Soltys, Rachel C.;79.3%;;;;20.7%;;;;;;;;;;;;;;;;;;;
;;35200;Parasitology-VN;202620;Spring 2026;002;65123;Rice, Christopher A.;31.0%;;;;55.2%;;;13.8%;;;;;;;;;;;;;;;;
;;62500;Clinical Biostatistics;202620;Spring 2026;001;59524;Weng, Hsin-Yi;80.0%;;;;20.0%;;;;;;;;;;;;;;;;;;;
;;69700;Research Seminar;202620;Spring 2026;002;47399;Zhang, Guangjun;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;81900;Veterinary Toxicology;202620;Spring 2026;001;13025;Hooser, Stephen B.;94.9%;;;;5.1%;;;;;;;;;;;;;;;;;;;
;;85300;Prin Vet Immunology;202620;Spring 2026;001;12698;Hogenesch, Harm;26.4%;;;;30.8%;;;33.0%;;;5.5%;;;;2.2%;;;;;;;;2.2%;
;;85401;Epidem Evidence-Based Vet Med;202620;Spring 2026;001;13175;Weng, Hsin-Yi;41.8%;;;;55.7%;;;2.5%;;;;;;;;;;;;;;;;
;;85700;Veterinary Systemic Pathology;202620;Spring 2026;011;26987;Cox, Abigail D.;35.0%;;;;38.8%;;;22.5%;;;3.8%;;;;;;;;;;;;;
;;86000;Vet Virology;202620;Spring 2026;001;11179;Mittal, Suresh K.;32.9%;;;;61.0%;;;4.9%;;;;;;;;1.2%;;;;;;;;
;;86100;Vet Clinical Chemistry;202620;Spring 2026;003;54003;Thompson, Craig A.;55.0%;;;;41.3%;;;3.8%;;;;;;;;;;;;;;;;
;;86900;Vet Publ Hlth & Zoonos;202620;Spring 2026;001;11893;Beauvais, Wendy A.;98.7%;;;;1.3%;;;;;;;;;;;;;;;;;;;
;;87000;Diagnostc Vet Cytology;202620;Spring 2026;001;16741;Thompson, Craig A.;52.9%;;;;47.1%;;;;;;;;;;;;;;;;;;;
CS;CS-Computer Sciences;10100;Digital Literacy;202620;Spring 2026;LE1;21206;Cicala, Fabrizio;20.0%;24.0%;4.0%;;16.0%;4.0%;12.0%;;;12.0%;;;;;;;;;;;;;8.0%;
;;15900;C Programming;202620;Spring 2026;L10;35143;Crum, William N.;35.8%;2.9%;3.4%;;26.5%;1.0%;2.9%;15.2%;2.9%;2.5%;4.4%;;;;0.5%;;;;;;;;2.0%;
;;;;;;LE1;63626;Robinson, John A.;39.3%;0.7%;1.5%;;32.6%;0.7%;3.7%;14.1%;1.5%;0.7%;2.2%;;;;0.7%;;;;;;;;2.2%;
;;;;;;LE2;13277;Robinson, John A.;33.3%;2.2%;3.7%;;33.3%;2.2%;5.9%;11.1%;1.5%;0.7%;5.2%;;;;;;;;;;;;0.7%;
;;;;;;LE3;63625;Diyab, Eman S.;31.4%;5.2%;3.9%;;32.7%;2.0%;5.2%;13.7%;1.3%;2.6%;2.0%;;;;;;;;;;;;;
;;;;;;LE4;13285;Diyab, Eman S.;41.8%;1.3%;2.6%;;29.4%;2.0%;3.3%;14.4%;1.3%;0.7%;2.6%;;;;;;;;;;;;0.7%;
;;;;;;LE5;12964;Liu, Xiaojin;25.9%;0.6%;;;37.0%;0.6%;1.2%;24.7%;3.1%;0.6%;1.9%;;;;1.9%;;;;;;;;2.5%;
;;;;;;LE6;20871;Liu, Xiaojin;15.2%;3.2%;0.8%;;32.8%;0.8%;1.6%;24.8%;4.0%;0.8%;5.6%;;;;2.4%;0.8%;;;;;;;7.2%;
;;;;;;LE7;26175;Zhou, Ning;32.1%;1.9%;0.6%;;34.0%;1.9%;4.9%;12.3%;1.2%;0.6%;4.9%;;;;1.9%;;;;;;;;3.7%;
;;;;;;LE8;26174;Crum, William N.;22.0%;1.0%;5.0%;;24.0%;4.0%;2.0%;24.0%;3.0%;5.0%;6.0%;;;;2.0%;;;;;;;;2.0%;
;;;;;;LE9;26177;Zhou, Ning;25.3%;4.3%;0.6%;;34.0%;1.2%;3.7%;17.9%;1.9%;3.7%;4.3%;;;;;0.6%;;;;;;;2.5%;
;;17600;Data Engineering In Python;202620;Spring 2026;LE1;10852;Rego, Vernon J.;4.9%;5.9%;2.9%;;17.6%;9.8%;7.8%;11.8%;3.9%;6.9%;6.9%;;;;3.9%;;;;;;;;17.6%;
;;;;;;LE2;35011;Rego, Vernon J.;11.5%;6.9%;6.1%;;14.5%;8.4%;12.2%;8.4%;5.3%;9.2%;6.9%;;;;1.5%;;;;;;;;9.2%;
;;17700;Progrmng With MM Objs;202620;Spring 2026;LE1;12944;Conner-Strunk, Jessica M.;28.9%;;1.6%;;28.9%;;17.2%;5.5%;;7.8%;0.8%;;1.6%;;3.9%;;;0.8%;;;;;3.1%;
;;;;;;LE2;11547;Crowe, Marta A.;51.9%;;12.3%;;14.3%;;9.1%;3.2%;;5.8%;0.6%;;0.6%;;1.3%;;;;;;;;0.6%;
;;18000;Prob Solving & O-O Programming;202620;Spring 2026;LE1;13105;Ameranis, Konstantinos;5.6%;4.0%;;;15.7%;2.0%;3.5%;29.8%;;4.0%;3.0%;;;;10.1%;;;;;;;;22.2%;
;;;;;;LE2;13116;Bergstrom, Anthony D.;5.1%;3.4%;0.6%;;16.9%;3.4%;2.3%;32.2%;;2.3%;2.3%;;;;5.6%;;;;;;;;26.0%;
;;;Prob Solving&O-O Progrm-Honors;202620;Spring 2026;LE2;13116;Bergstrom, Anthony D.;;;;;;;;100.0%;;;;;;;;;;;;;;;;
;;18200;Foundations Of Comp Sc;202620;Spring 2026;LE1;20866;Szpankowski, Wojciech;8.5%;6.9%;1.2%;;8.1%;10.9%;8.5%;16.5%;;17.7%;11.3%;;;;7.7%;;;;;;;;2.8%;
;;;;;;LE2;20867;Sellke, Sarah H.;7.1%;5.5%;1.2%;;9.8%;15.1%;11.1%;22.8%;;12.6%;7.4%;;;;3.7%;;;;;;;;3.7%;
;;;;;;LE3;10663;Sellke, Sarah H.;6.5%;6.5%;3.2%;;11.8%;12.9%;12.4%;16.1%;;14.0%;7.0%;;;;4.8%;;;;;;;;4.8%;
;;19300;Tools;202620;Spring 2026;LE1;20136;Chaganti, Pranavi;72.2%;;;;11.1%;;;1.9%;;;;;;;7.4%;;;1.9%;;;;;5.6%;
;;21100;Competitive Programming I;202620;Spring 2026;CP1;69763;Dickey, Ethan W.;30.0%;;10.0%;1.4%;2.9%;2.9%;;2.9%;2.9%;1.4%;;;;;;;12.9%;27.1%;;;;;5.7%;
;;24000;Programming In C;202620;Spring 2026;LE1;13240;Turkstra, Jeffrey A.;7.8%;3.7%;2.2%;;19.6%;5.3%;2.5%;19.3%;;3.1%;8.1%;;;;6.5%;;;;;;;;22.0%;
;;;;;;LE2;21625;Turkstra, Jeffrey A.;7.2%;4.0%;3.6%;;14.9%;6.5%;3.3%;17.4%;;2.5%;8.0%;;;;9.1%;;;;;;;;23.6%;
;;24200;Introduction To Data Science;202620;Spring 2026;LE1;11006;Rao, Vinayak A.;13.2%;22.6%;1.9%;;17.0%;15.1%;17.0%;1.9%;1.9%;3.8%;;;;;3.8%;1.9%;;;;;;;;
;;24300;Artificial Intelligence Basics;202620;Spring 2026;AIB;35393;Campbell, Joseph A.;35.3%;23.5%;14.7%;;8.8%;;8.8%;;;2.9%;;;;;5.9%;;;;;;;;;
;;25000;Computer Architecture;202620;Spring 2026;LE1;13293;Li, Zhiyuan;5.5%;2.3%;0.8%;;26.6%;;0.8%;49.2%;;7.8%;2.3%;;;;3.1%;;;;;;;;1.6%;
;;25100;Data Structures And Algorithms;202620;Spring 2026;LE1;13321;Bejarano Posada, Andres M.;7.5%;8.4%;4.2%;;15.0%;10.3%;17.8%;7.9%;;10.7%;12.1%;;;;1.4%;;;;;;;;4.7%;
;;25200;Systems Programming;202620;Spring 2026;LE1;13333;Rodriguez-Rivera, Gustavo;12.7%;15.8%;8.2%;;14.6%;6.6%;19.0%;6.0%;;7.3%;3.8%;;;;0.9%;0.3%;;;;;;;4.7%;
;;;;;;LE2;13334;Rodriguez-Rivera, Gustavo;12.2%;15.5%;8.3%;;13.8%;12.7%;14.4%;6.6%;;5.0%;5.0%;;;;2.8%;;;;;;;;3.9%;
;;25300;Data Structrs & Algs For DS/AI;202620;Spring 2026;LE1;15978;Bejarano Posada, Andres M.;10.5%;10.5%;4.5%;;14.3%;9.0%;14.3%;7.5%;;11.3%;8.3%;;;;3.0%;0.8%;;;;;;;6.0%;
;;29000;Vibe Coding;202620;Spring 2026;005;43114;Borkowski, Michael H.;16.7%;;;;;;;;;;;;;;8.3%;;8.3%;41.7%;;;;;25.0%;
;;;VIBE Vibe Coding;202620;Spring 2026;004;42410;Bejarano Posada, Andres M.;;;;;;;;3.3%;;;;;;;6.7%;;3.3%;66.7%;;;;;20.0%;
;;30700;Software Engineerng I;202620;Spring 2026;LE1;13396;Zhang, Xiangyu;27.1%;31.0%;11.6%;;7.0%;2.3%;13.2%;1.6%;;1.6%;;0.8%;;;;;;;;;;;3.9%;
;;31100;Competitive Programming II;202620;Spring 2026;CP2;69764;Li, Ninghui;31.8%;4.5%;22.7%;;;4.5%;;;;;;;;;;;4.5%;31.8%;;;;;;
;;33400;Fund Of Computer Graph;202620;Spring 2026;LE1;21229;Bera, Aniket;28.0%;;70.0%;;;;;;;;;;;;;;;;;;;;2.0%;
;;34800;Information Systems;202620;Spring 2026;LE1;13399;Benotman, Hisham R.;27.4%;7.7%;2.9%;;13.5%;8.0%;9.5%;13.1%;;3.3%;2.2%;;2.9%;;2.2%;;;;;;;;7.3%;
;;35100;Cloud Computing;202620;Spring 2026;CLC;10384;Adams, George B.;15.9%;24.6%;4.3%;;11.6%;7.2%;18.8%;2.9%;;2.9%;;;;;;;;10.1%;;;;;1.4%;
;;35200;Compilers Prin & Pract;202620;Spring 2026;LE1;10683;Rompf, Tiark;7.4%;5.9%;5.9%;;8.8%;10.3%;7.4%;27.9%;;8.8%;;;;;4.4%;;;;;;;;13.2%;
;;35400;Operating Systems;202620;Spring 2026;LE1;13431;Zhang, Yongle;11.8%;15.3%;1.8%;;17.1%;15.3%;22.9%;2.9%;1.8%;;1.8%;;;;5.3%;;;0.6%;;;;;3.5%;
;;35500;Intro To Cryptography;202620;Spring 2026;LE1;10989;Maji, Hemanta K.;19.6%;8.9%;3.6%;1.8%;25.0%;10.7%;16.1%;7.1%;;;1.8%;;;;;;;1.8%;;;;;3.6%;
;;36100;Great Issues In Computer Sci;202620;Spring 2026;GIS;22001;Celik, Zeynel B.;36.8%;11.8%;36.0%;;8.1%;;5.1%;0.7%;;;;;;;0.7%;;;;;;;;0.7%;
;;37300;Data Mining & Machine Learning;202620;Spring 2026;LE1;11344;Khanna, Rajiv A.;26.3%;17.3%;6.4%;;15.4%;7.1%;17.3%;3.8%;;4.5%;;;;;;0.6%;;;;;;;1.3%;
;;;;;;LE2;21841;Smart, Mary A.;12.4%;11.2%;1.7%;0.6%;21.9%;14.0%;19.7%;5.1%;;5.6%;0.6%;;2.2%;;2.2%;;;;;;;;2.8%;
;;38003;Python Programming;202620;Spring 2026;LE1;13448;Balakrishnan, Sai Lakshminarayanan;89.4%;2.9%;;;;2.9%;;;;;;;;;;;;;;;;;4.8%;
;;;;;;LE2;27663;Balakrishnan, Sai Lakshminarayanan;77.3%;2.3%;;;2.3%;8.0%;1.1%;1.1%;2.3%;2.3%;;;;;2.3%;;;;;;;;1.1%;
;;38100;Intro Analysis Algor;202620;Spring 2026;LE1;36593;Atallah, Mikhail J.;15.2%;10.9%;1.4%;;9.4%;10.1%;10.1%;15.2%;0.7%;14.5%;2.9%;;;;0.7%;;;0.7%;;;;;8.0%;
;;;;;;LE2;35051;Quanrud, Kent R.;20.0%;15.5%;0.6%;0.6%;11.0%;12.3%;11.6%;6.5%;2.6%;12.9%;0.6%;;;;0.6%;;;;;;;;5.2%;
;;39000;AI Forge;202620;Spring 2026;AIF;41156;Islam, Tunazzina;16.1%;6.5%;45.2%;;;;;;;;;;;;;;;;;;;;32.3%;
;;39699;Prof Practice Internship;202620;Spring 2026;PPI;32983;Williams, Jermaine;;;;;;;;;;;;;;;;;;;;73.9%;;26.1%;;
;;40700;Software Engr Senior Project;202620;Spring 2026;SEP;19850;Dunsmore, Hubert E.;88.1%;;11.9%;;;;;;;;;;;;;;;;;;;;;
;;40800;Software Testing;202620;Spring 2026;LE1;13463;Delaware, Benjamin J.;14.3%;16.0%;1.7%;;21.0%;9.2%;16.0%;9.2%;;11.8%;;;;;;;;;;;;;0.8%;
;;42200;Computer Networks;202620;Spring 2026;LE1;30365;Park, Kihong;21.2%;16.5%;22.4%;;15.3%;4.7%;9.4%;3.5%;;2.4%;;;;;;;;;;;;;4.7%;
;;42600;Computer Security;202620;Spring 2026;LE1;14962;Garman, Christina L.;32.0%;14.4%;8.2%;;11.3%;4.1%;9.3%;2.1%;1.0%;5.2%;4.1%;;;;4.1%;;;1.0%;;;;;3.1%;
;;44000;Large Scale Data Analytics;202620;Spring 2026;LDA;10798;Wang, Jianguo;28.8%;11.3%;22.5%;;16.3%;8.8%;10.0%;;;;;;;;;;;1.3%;;;;;1.3%;
;;44100;Data Science Capstone;202620;Spring 2026;DSC;20433;Smart, Mary A.;73.5%;2.9%;18.6%;;2.9%;1.0%;;;;;;;;;;;;;;;;;1.0%;
;;44800;Intro Relational Db Sy;202620;Spring 2026;LE1;13050;Aref, Walid G.;10.8%;16.2%;10.0%;;14.6%;11.5%;10.8%;7.7%;2.3%;8.5%;0.8%;0.8%;;;0.8%;;;;;;;;5.4%;
;;45800;Intro To Robotics;202620;Spring 2026;ROB;35058;Paleja, Rohan R.;21.3%;8.5%;4.3%;;6.4%;12.8%;12.8%;4.3%;;8.5%;;;;;;;;8.5%;;;;;12.8%;
;;47100;Intr To Artifcl Intlgn;202620;Spring 2026;LE1;15866;Bullins, Brian A.;32.3%;11.3%;5.6%;;18.5%;8.2%;7.7%;2.6%;;4.1%;1.5%;0.5%;2.6%;;1.5%;;;;;;;;3.6%;
;;;;;;LE2;34985;Yeh, Raymond A.;34.3%;5.9%;12.7%;;13.2%;8.3%;8.3%;7.4%;;2.0%;0.5%;1.0%;2.0%;;1.5%;;;0.5%;;;;;2.5%;
;;47500;Human-Computer Interaction;202620;Spring 2026;HCI;10400;Jeong, Sooyeon;25.6%;26.4%;6.6%;;11.6%;4.1%;17.4%;;2.5%;2.5%;;;;;;;;1.7%;;;;;1.7%;
;;48900;Embedded Systems;202620;Spring 2026;LE1;31051;Comer, Douglas E.;89.5%;;;;;;;;;;;;;;;;;2.6%;;;;;7.9%;
;;49000;Applied GenAI Research;202620;Spring 2026;003;36779;Islam, Tunazzina;43.9%;4.9%;31.7%;;;;4.9%;2.4%;;;;;;;;;;4.9%;;;;;7.3%;
;;;Embedded CTF;202620;Spring 2026;008;41822;Garman, Christina L.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Natural Language Processing;202620;Spring 2026;NLP;35059;Goldwasser, Dan;11.1%;11.1%;7.4%;;20.4%;3.7%;24.1%;5.6%;3.7%;3.7%;;;;;;;;1.9%;;;;;7.4%;
;;;Naturl Language Process-Honors;202620;Spring 2026;NLP;35059;Goldwasser, Dan;;;;;;;100.0%;;;;;;;;;;;;;;;;;
;;49700;Honors Research Projct;202620;Spring 2026;H01;25618;Sousa Da Fonseca, Pedro Jose;74.1%;3.7%;18.5%;;;;;;;;;;;;;;;;;;;;3.7%;
;;50023;Data Engineering I;202620;Spring 2026;DE1;13469;Sands, Philip A.;33.3%;;53.3%;;6.7%;;6.7%;;;;;;;;;;;;;;;;;
;;50024;Data Engineering II;202620;Spring 2026;DE2;13468;Sands, Philip A.;41.7%;25.0%;8.3%;;8.3%;;;8.3%;;;;;;;8.3%;;;;;;;;;
;;50025;Foundations Of Decision Making;202620;Spring 2026;D01;31633;Sands, Philip A.;35.7%;14.3%;21.4%;;;;14.3%;7.1%;7.1%;;;;;;;;;;;;;;;
