Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;63400;Biochem Struct Aspects;202610;Fall 2025;001;14501;Cochrane, Wesley G.;53.8%;;;7.7%;30.8%;;;;;;;;;;3.8%;;;;;;;;3.8%;
;;64100;Adv Inorganic Chem;202610;Fall 2025;001;14502;Li, Christina W.;15.4%;15.4%;7.7%;7.7%;15.4%;15.4%;15.4%;;;;;;;;;;;;;;;;7.7%;
;;64400;Solid State Chem;202610;Fall 2025;001;25278;Andrews, Justin L.;29.4%;17.6%;5.9%;;17.6%;;23.5%;5.9%;;;;;;;;;;;;;;;;
;;65100;Adv Organic Chemistry;202610;Fall 2025;001;14504;Ngai, Ming-Yu;20.8%;33.3%;;12.5%;;4.2%;20.8%;;;;;;;;;;;;;;;;8.3%;
;;67100;Adv Physical Chem;202610;Fall 2025;001;13562;Liu, Hanzhe;36.4%;9.1%;36.4%;;;;9.1%;;;;;;;;;;;;;;;;9.1%;
;;69500;Sem Analytical Chem;202610;Fall 2025;001;14508;Zhang, Chi;;;;;;;;;;;;;;;;;;;;97.8%;;;2.2%;
;;;;;;014;42151;Zhang, Chi;32.0%;20.0%;;;8.0%;4.0%;12.0%;;;4.0%;;;;;;8.0%;;;;;;;12.0%;
;;;Sem Biochemistry;202610;Fall 2025;006;14513;Low-Nam, Shalini T.;;;;;;;;;;;;;;;;;;;;97.8%;;;2.2%;
;;;Sem Inorganic Chem;202610;Fall 2025;003;14510;Li, Christina W.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;Sem Materials Chem;202610;Fall 2025;021;29643;Dong, Qi;;;;;;;;;;;;;;;;;;;;97.3%;;;2.7%;
;;;Sem NSF Fellow;202610;Fall 2025;023;30829;Dick, Jeffrey E.;;;;;;;;;;;;;;;;;;;;94.7%;;;5.3%;
;;;Sem Organic Chem;202610;Fall 2025;005;14512;Lovinger, Gabriel J.;;;;;;;;;;;;;;;;;;;;94.3%;;;5.7%;
;;;Sem Physical Chem;202610;Fall 2025;004;14511;Chen, Ming;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;69600;Aspects Drug Design Med Chem;202610;Fall 2025;021;25863;Ghosh, Arun K.;35.7%;28.6%;;;;7.1%;21.4%;;7.1%;;;;;;;;;;;;;;;
;;;BioNanotechnology;202610;Fall 2025;012;24734;Mao, Chengde;25.0%;25.0%;;;18.8%;;18.8%;;;;;;;;;;;;;;;;12.5%;
;;;Chemistry Of Soft Materials;202610;Fall 2025;018;29789;Wei, Alexander;23.1%;15.4%;;15.4%;15.4%;7.7%;23.1%;;;;;;;;;;;;;;;;;
;;;Foundational Analytical Chem;202610;Fall 2025;017;29788;Mcluckey, Scott A.;29.6%;;18.5%;;7.4%;;29.6%;14.8%;;;;;;;;;;;;;;;;
;;;Optical Spect And Imaging;202610;Fall 2025;020;25860;Zhang, Chi;30.8%;;30.8%;23.1%;;;15.4%;;;;;;;;;;;;;;;;;
;;;Quantum Optics;202610;Fall 2025;022;25868;Walther, Valentin;23.1%;23.1%;30.8%;7.7%;7.7%;;;7.7%;;;;;;;;;;;;;;;;
;;69900;Research PhD Thesis;202610;Fall 2025;006;14538;Dick, Jeffrey E.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;;;;020;14562;Chopra, Gaurav;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;;;;021;15438;Doucette, Suzanne C.;;;;;;;;;;;;;;;;;;;;98.2%;;1.8%;;
;;;;;;028;15436;Laskin, Julia;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;;;;047;14543;Low, Philip S.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;;;;050;14546;Simpson, Garth J.;;;;;;;;;;;;;;;;;;;;92.3%;;7.7%;;
;;;;;;066;14531;Schlebach, Jonathan P.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;;;;070;14529;Kenttamaa, Hilkka I.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;;;;;071;54594;Uyeda, Christopher H.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
CHNS;CHNS-Chinese;10100;Chinese Level I;202610;Fall 2025;001;28730;Guo, Xiaoyang;80.0%;;;5.0%;10.0%;;;;;;;;;;;;;;;;;;5.0%;
;;;;;;003;28732;Guo, Xiaoyang;88.9%;;;;5.6%;;;;;;;;;;;;;;;;;;5.6%;
;;;;;;007;31851;Qin, Lei;56.5%;;;4.3%;26.1%;;;8.7%;;;;;;;;;;4.3%;;;;;;
;;;;;;008;33116;Qin, Lei;65.2%;;;;13.0%;;;8.7%;;;;;;;8.7%;;;;;;;;4.3%;
;;20100;Chinese Level III;202610;Fall 2025;015;19295;Feng, Zeyu;65.0%;10.0%;;;;10.0%;;5.0%;;;;;10.0%;;;;;;;;;;;
;;;;;;021;31853;Zheng, Ning;53.8%;30.8%;;;;;;;;;;;;;;;;;;;;;15.4%;
;;;;;;022;31854;Qin, Lei;50.0%;30.0%;;;;10.0%;5.0%;;5.0%;;;;;;;;;;;;;;;
;;24100;Intro Study Chinese Lit;202610;Fall 2025;001;19429;Hsiung, Yuwen;56.3%;25.0%;;;12.5%;;;;;;;;;;;;;;;;;;6.3%;
;;;Intro Study Chinese Lit-Honors;202610;Fall 2025;001;19429;Hsiung, Yuwen;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;28100;Intro To Chinese Food Culture;202610;Fall 2025;001;13424;Wann, Ai-Jen;12.5%;18.8%;;6.3%;12.5%;12.5%;18.8%;6.3%;;6.3%;;;6.3%;;;;;;;;;;;
;;28500;Chinese Calligraphy;202610;Fall 2025;011;19414;Wann, Ai-Jen;41.7%;16.7%;16.7%;;;;;;;;;;;;;;;8.3%;;;;;16.7%;
;;30100;Chinese Level V;202610;Fall 2025;004;67814;Ye, Lijing;44.0%;24.0%;;;4.0%;8.0%;4.0%;4.0%;;8.0%;4.0%;;;;;;;;;;;;;
;;31300;Reading And Writing;202610;Fall 2025;001;13768;Ye, Lijing;53.3%;20.0%;;;6.7%;6.7%;13.3%;;;;;;;;;;;;;;;;;
;;40100;Chinese Level VII;202610;Fall 2025;001;14604;Route, Hongjian W.;46.2%;23.1%;;;;7.7%;7.7%;;;;;;;;;;;;;;;;15.4%;
;;;Chinese Level VII-Honors;202610;Fall 2025;001;14604;Route, Hongjian W.;;;;;;;100.0%;;;;;;;;;;;;;;;;;
CLCS;CLCS-Classics;18100;Classical Wrld Civiliz;202610;Fall 2025;002;20794;Barnes, Robert J.;28.8%;19.2%;21.2%;;9.6%;9.6%;7.7%;;;;;1.9%;;;;;;;;;;;1.9%;
;;23300;Comparative Mythology;202610;Fall 2025;001;21157;Dickson, Keith M.;26.7%;20.0%;;;17.8%;6.7%;10.0%;1.1%;2.2%;2.2%;2.2%;;2.2%;;4.4%;;;;;;;;4.4%;
;;23500;Intr To Classical Myth;202610;Fall 2025;001;67122;Barnes, Robert J.;30.9%;17.3%;20.9%;;8.2%;2.7%;5.5%;3.6%;;3.6%;;1.8%;;;0.9%;;;;;;;;4.5%;
;;;Intr To Classical Myth-Honors;202610;Fall 2025;001;67122;Barnes, Robert J.;25.0%;;75.0%;;;;;;;;;;;;;;;;;;;;;
;;23800;The Tragic Vision;202610;Fall 2025;001;19619;Moodie, Erin K.;22.2%;;11.1%;;16.7%;;16.7%;5.6%;5.6%;;;5.6%;5.6%;;5.6%;;;;;;;;5.6%;
;;;The Tragic Vision-Honors;202610;Fall 2025;001;19619;Moodie, Erin K.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;38100;Julius Caesar;202610;Fall 2025;001;19756;Conner, Daniel A.;29.4%;23.5%;23.5%;;5.9%;5.9%;11.8%;;;;;;;;;;;;;;;;;
;;38400;Ancient Western Medicine;202610;Fall 2025;001;19787;Dickson, Keith M.;28.9%;18.4%;;;15.8%;5.3%;18.4%;5.3%;;2.6%;;;;;2.6%;;;;;;;;2.6%;
CLPH;CLPH-Clinical Pharmacy;44800;Therapeutic Case Studies;202610;Fall 2025;001;69904;Scott, Steven A.;78.6%;;;;;;;;;;;;;;;;;14.3%;;;;;7.1%;
;;44900;Intro To Psych Pharm;202610;Fall 2025;001;14203;Ott, Carol A.;2.6%;;97.4%;;;;;;;;;;;;;;;;;;;;;
;;45000;Formulary Dossier Management;202610;Fall 2025;002;27928;Sheehan, Amy H.;61.5%;;;;38.5%;;;;;;;;;;;;;;;;;;;
CM;CM-Construction Management;10000;Intro To Construction Mgmt;202610;Fall 2025;SC1;10921;Cabral, Jessica A.;31.2%;2.9%;5.8%;;20.2%;5.2%;9.8%;4.0%;2.9%;1.2%;3.5%;0.6%;5.8%;;4.6%;;;;;;;;2.3%;
;;15000;Construction Mgmt Fundamentals;202610;Fall 2025;001;10143;Manuel, Joseph R.;35.6%;17.8%;;;20.0%;3.3%;11.1%;5.6%;;4.4%;;;1.1%;;;;;;;;;;1.1%;
;;16000;Surveying;202610;Fall 2025;001;18307;Starr, Todd A.;19.8%;9.9%;5.0%;;21.8%;5.0%;16.8%;15.8%;2.0%;1.0%;2.0%;;;;;;;;;;;;1.0%;
;;16400;Graphics For Civ Engr & Const;202610;Fall 2025;SC1;11786;Cory, Clark A.;30.1%;;22.8%;;18.4%;0.3%;7.6%;6.3%;0.6%;3.5%;1.3%;;;;4.1%;;;;;;;;5.1%;
;;20002;Intermed Pre-Construction Mgmt;202610;Fall 2025;002;15894;Weida, James R.;35.6%;14.4%;1.1%;;28.9%;;10.0%;2.2%;2.2%;3.3%;1.1%;;;;;;;;;;;;1.1%;
;;21500;Mechanical Constructn;202610;Fall 2025;001;18412;Wyman, Dan A.;5.0%;8.3%;53.3%;;10.0%;5.0%;18.3%;;;;;;;;;;;;;;;;;
;;21601;Electrical Construction;202610;Fall 2025;001;20455;Sparkling, Anthony E.;32.5%;12.5%;22.5%;;7.5%;;20.0%;2.5%;;;;;;;;;;;;;;;2.5%;
;;23301;MEP Sys In Built Environment;202610;Fall 2025;001;21091;Cory, Clark A.;54.8%;;11.9%;;14.3%;;7.1%;4.8%;;;;;;;;;;;;;;;7.1%;
;;26200;Intro To Construction Graphics;202610;Fall 2025;003;17772;George, Sarah J.;20.7%;13.8%;41.4%;;6.9%;3.4%;3.4%;;;;;;;;3.4%;;;;;;;;6.9%;
;;27000;Statics;202610;Fall 2025;001;15908;Tao, Chengcheng;44.4%;9.3%;;;9.3%;7.4%;16.7%;1.9%;;5.6%;1.9%;1.9%;;;1.9%;;;;;;;;;
;;30002;Advanced Pre-Construction Mgmt;202610;Fall 2025;004;18244;Wyman, Dan A.;42.4%;10.1%;34.3%;;3.0%;2.0%;8.1%;;;;;;;;;;;;;;;;;
;;30101;Intro Constr Company Fin Mgmt;202610;Fall 2025;001;18247;Dib, Hazar N.;14.9%;18.1%;6.4%;;17.0%;13.8%;12.8%;3.2%;2.1%;5.3%;1.1%;;1.1%;;1.1%;;;;;;;;3.2%;
;;31000;Equipment & Field Operations;202610;Fall 2025;002;18408;Sexton, Candice S.;15.2%;34.2%;2.5%;;20.3%;6.3%;13.9%;1.3%;1.3%;5.1%;;;;;;;;;;;;;;
;;33200;Arch, Construction And Society;202610;Fall 2025;001;23141;George, Sarah J.;7.1%;14.3%;71.4%;;3.6%;3.6%;;;;;;;;;;;;;;;;;;
;;36200;Construction Competition;202610;Fall 2025;001;24014;Manuel, Joseph R.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;36400;Jobsite Management;202610;Fall 2025;001;18419;Wallace, Lewie J.;39.1%;10.9%;;;28.3%;4.3%;10.9%;;;2.2%;;;;;2.2%;;;;;;;;2.2%;
;;37100;Industrial Construction Mgmt;202610;Fall 2025;001;17369;Kang, Kyubyung;33.3%;17.9%;15.4%;;12.8%;5.1%;12.8%;;;;;;;;;;;;;;;;2.6%;
;;37200;Plan Dsgn Const Hlthc Blt Envr;202610;Fall 2025;001;13891;Benhart, Bradley L.;77.4%;3.2%;;;16.1%;;;;;;;;;;;;;;;;;;3.2%;
;;37400;Mech And Elec Constr Mgmt I;202610;Fall 2025;001;13892;Wyman, Dan A.;11.1%;;72.2%;;11.1%;;5.6%;;;;;;;;;;;;;;;;;
;;37600;Residential Green Const Mgmt;202610;Fall 2025;001;13894;Manuel, Joseph R.;67.5%;7.5%;5.0%;;15.0%;;2.5%;;;;;;;;;;;;;;;;2.5%;
;;38000;Soils And Foundations;202610;Fall 2025;006;18298;Guan, Shanyue;36.4%;12.1%;18.2%;;9.1%;;12.1%;3.0%;3.0%;;;;;;;;;;;;;;6.1%;
;;40000;Construction Capstone I;202610;Fall 2025;002;11852;Benhart, Bradley L.;65.7%;13.4%;;;7.5%;1.5%;7.5%;1.5%;1.5%;1.5%;;;;;;;;;;;;;;
;;43300;Risk & Legal Design/Constr;202610;Fall 2025;001;18433;Wallace, Lewie J.;32.0%;6.2%;3.1%;;24.7%;7.2%;12.4%;5.2%;4.1%;1.0%;;;;;2.1%;;;;;;;;2.1%;
;;45001;Construction Capstone II;202610;Fall 2025;009;26641;Zimpfer, Mark D.;39.2%;2.0%;49.0%;;;3.9%;;2.0%;3.9%;;;;;;;;;;;;;;;
;;45701;Construction Safety;202610;Fall 2025;001;18486;Lew, Jeffrey J.;57.1%;;;;20.0%;;;17.1%;;;2.9%;;;;;;;;;;;;2.9%;
;;;;;;002;13640;Lew, Jeffrey J.;85.7%;;;;5.7%;;;8.6%;;;;;;;;;;;;;;;;
;;46200;Appl Constr Document II;202610;Fall 2025;001;17774;Cory, Clark A.;50.0%;;13.3%;;13.3%;;3.3%;10.0%;;;3.3%;;;;;;;;;;;;6.7%;
;;47500;Construction Costs;202610;Fall 2025;001;18421;Li, Qingchun;22.4%;12.1%;31.0%;;15.5%;6.9%;5.2%;1.7%;1.7%;;;;;;1.7%;;;;;;;;1.7%;
CNIT;CNIT-Computer & Info Tech;10500;Intro To C Program;202610;Fall 2025;SC1;13354;Salem, Tawfiq M.;22.0%;18.5%;1.5%;;12.5%;7.0%;14.0%;7.5%;1.5%;6.0%;2.5%;;1.0%;;4.0%;;;;;;;;2.0%;
;;;Intro To C Program-Honors;202610;Fall 2025;SC1;13354;Salem, Tawfiq M.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;13600;PC Tech & Applications;202610;Fall 2025;Y01;51233;Boowuo, Henrietta;41.6%;17.1%;;;8.4%;3.8%;10.1%;1.7%;1.0%;2.4%;1.4%;0.7%;0.7%;;4.5%;;;;;;;;6.3%;
;;15501;Intro To Software Dev Concepts;202610;Fall 2025;004;69969;Salem, Tawfiq M.;37.7%;15.6%;1.6%;;6.6%;5.7%;9.8%;4.9%;3.3%;7.4%;;;1.6%;;3.3%;;;;;;;;2.5%;
;;17500;Visual Programming;202610;Fall 2025;009;42900;Wang, Ruiqi;11.4%;28.6%;;;17.1%;8.6%;20.0%;;;2.9%;2.9%;;;;5.7%;;;;;;;;2.9%;
;;17600;Info Tech Architecture;202610;Fall 2025;SC1;21514;Hiday, Lawrence A.;33.1%;;;;43.8%;;;13.1%;;;3.8%;;;;4.6%;0.8%;;;;;;;0.8%;
;;;;;;SC2;33292;Hiday, Lawrence A.;38.5%;;;;38.5%;;;14.6%;;;2.3%;;;;3.1%;;;;;;;;3.1%;
;;18000;Intro To Systems Devel;202610;Fall 2025;001;13397;Ledbetter, William C.;16.3%;32.6%;1.1%;;8.4%;7.9%;18.0%;1.7%;2.2%;5.1%;1.1%;;1.1%;;2.8%;;;;;;;;1.7%;
;;18200;System & Org Security;202610;Fall 2025;014;14093;Josekutty Thomas, Paul;53.8%;;;;37.8%;;;5.0%;;;1.7%;;;;1.7%;;;;;;;;;
;;;;;;SC1;29612;Josekutty Thomas, Paul;50.8%;;;;34.7%;;;6.8%;;;1.7%;;;;3.4%;;;;;;;;2.5%;
;;24200;System Administration;202610;Fall 2025;001;36500;Deadman, Robert C.;4.4%;;;;39.0%;;;35.2%;;;7.1%;;;;3.3%;;;;;;;;11.0%;
;;25501;Obj-Oriented Prog Intro-Honors;202610;Fall 2025;005;69974;Smith, Eunsun C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Obj-Oriented Prog Introduction;202610;Fall 2025;005;69974;Smith, Eunsun C.;25.9%;16.1%;9.2%;;10.9%;9.2%;11.5%;1.7%;1.7%;3.4%;;;0.6%;;1.1%;;;;;;;;8.6%;
;;27000;Cybersecurity Fndmntls-Honors;202610;Fall 2025;008;15130;Zuel, Brian C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Cybersecurity Fundamentals I;202610;Fall 2025;008;15130;Zuel, Brian C.;33.3%;;;;41.1%;;;19.4%;;;0.8%;;;;3.9%;;;;;;;;1.6%;
;;;Cybersecurty Fndmntls I-Honors;202610;Fall 2025;008;15130;Zuel, Brian C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Cybersecrty Fndmntls II-Honors;202610;Fall 2025;008;15130;Zuel, Brian C.;;;;;;;;;;;;;;;100.0%;;;;;;;;;
;;27100;Cybersecrty Fndmntls II-Honors;202610;Fall 2025;001;29619;Bhatt, Smriti;66.7%;;;;33.3%;;;;;;;;;;;;;;;;;;;
;;;Cybersecurity Fundamentals II;202610;Fall 2025;001;29619;Bhatt, Smriti;62.3%;;;;25.4%;;;4.9%;;;1.6%;;;;;;;;;;;;5.7%;
;;27200;Database Fundamentals;202610;Fall 2025;001;13415;Smith, Eunsun C.;22.6%;15.5%;;;19.6%;5.4%;19.0%;4.8%;1.8%;4.8%;1.2%;1.2%;0.6%;;2.4%;;;;;;;;1.2%;
;;28000;Syst Analysis & Design;202610;Fall 2025;001;64559;Patel, Devang A.;20.4%;21.3%;16.7%;;7.4%;7.4%;12.0%;2.8%;0.9%;6.5%;0.9%;;;;1.9%;;;;;;;;1.9%;
;;30600;Game Development I;202610;Fall 2025;008;23391;Kesselman, Jeffrey P.;27.3%;18.2%;18.2%;;9.1%;9.1%;9.1%;;;;;;;;;;;;;;;;9.1%;
;;31500;Systems Programming;202610;Fall 2025;001;23051;Matson, Eric T.;28.8%;;;;55.0%;1.8%;1.8%;9.0%;;;1.8%;;;;1.8%;;;;;;;;;
;;32000;Pol, Reg & Global Info Tech;202610;Fall 2025;001;12384;Ledbetter, William C.;61.4%;;;;34.3%;;;1.4%;;;2.9%;;;;;;;;;;;;;
;;;Pol, Reg&Globl Info Tch-Honors;202610;Fall 2025;001;12384;Ledbetter, William C.;50.0%;;;;50.0%;;;;;;;;;;;;;;;;;;;
;;32200;Research Methodology & Design;202610;Fall 2025;003;13204;Ledbetter, William C.;50.7%;;11.3%;;16.9%;;9.9%;2.8%;;2.8%;1.4%;;;;1.4%;;;;;;;;2.8%;
;;32300;Basic Cyberforensics;202610;Fall 2025;001;10052;Thompson, Marcus A.;20.2%;;;;54.3%;;;18.1%;;;;;;;1.1%;;;;;;;;6.4%;
;;34000;UNIX Administration;202610;Fall 2025;001;36472;Hacker, Thomas J.;33.3%;9.7%;;;40.3%;3.5%;;7.6%;0.7%;;1.4%;;;;;0.7%;;;;;;;2.8%;
;;34220;Network Administration;202610;Fall 2025;001;13722;Hiday, Lawrence A.;10.9%;;;;49.1%;;;37.3%;;;;;;;1.8%;;;;;;;;0.9%;
;;34400;Network Engr Fundamentals;202610;Fall 2025;003;13355;Deadman, Robert C.;10.5%;;;;31.0%;;;43.3%;;;7.0%;;;;5.3%;;;;;;;;2.9%;
;;34500;Internet Desgn&Implem;202610;Fall 2025;001;36490;Hiday, Lawrence A.;22.4%;;;;38.8%;;;24.5%;;;4.1%;;;;;;;;;;;;10.2%;
;;34600;Wireless Networks;202610;Fall 2025;001;15581;Smith, Anthony H.;9.8%;2.4%;;;43.9%;2.4%;4.9%;22.0%;;7.3%;2.4%;;;;2.4%;;;;;;;;2.4%;
;;35500;Mobile Programming;202610;Fall 2025;001;15285;Obi, Ikechukwu A.;30.8%;7.7%;3.8%;;11.5%;;34.6%;3.8%;3.8%;;;;;;;;;;;;;;3.8%;
;;37000;Introduction To Cryptography;202610;Fall 2025;001;15652;Sun, Wenhai;62.5%;;;;34.2%;;;3.3%;;;;;;;;;;;;;;;;
;;37100;Cyberlaw And Ethics;202610;Fall 2025;001;14766;Kronenberger, Melissa T.;39.4%;;;;46.8%;;;11.9%;;;1.8%;;;;;;;;;;;;;
;;37200;Database Programming;202610;Fall 2025;001;13444;Li, Tianyi;57.8%;15.6%;;;8.9%;3.3%;12.2%;1.1%;;;;;;;;;;;;;;;1.1%;
;;38000;Adv Analysis & Design;202610;Fall 2025;008;24548;Casner, Melissa R.;76.2%;;;;19.0%;;;4.8%;;;;;;;;;;;;;;;;
;;38101;Enterprise Info Governance;202610;Fall 2025;001;27657;Laux, Dawn D.;41.2%;20.6%;;;14.7%;;11.8%;2.9%;;;;;5.9%;;;;;;;;;;2.9%;
;;41500;Adv Coding Security-Honors;202610;Fall 2025;001;14825;Springer, John A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Advanced Coding Security;202610;Fall 2025;001;14825;Springer, John A.;75.0%;;;;7.1%;;;;;;;;;;;3.6%;;;;;;;14.3%;
;;42000;Basic Cyber Forensics;202610;Fall 2025;001;10004;Thompson, Marcus A.;10.0%;;;;20.0%;;;50.0%;;;;;;;10.0%;;;;;;;;10.0%;
;;42200;Cyber Criminology;202610;Fall 2025;001;13195;Ringenberg, Tatiana R.;13.3%;;;;51.7%;;;31.7%;;;3.3%;;;;;;;;;;;;;
;;;;;;002;12904;Ringenberg, Tatiana R.;13.6%;;;;61.0%;;;22.0%;;;3.4%;;;;;;;;;;;;;
;;;Cyber Criminology-Honors;202610;Fall 2025;002;12904;Ringenberg, Tatiana R.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;45500;Network Security;202610;Fall 2025;001;13461;Rawles, Phillip T.;15.4%;0.7%;;;31.6%;18.4%;6.6%;16.2%;2.2%;6.6%;0.7%;0.7%;;;0.7%;;;;;;;;;
;;47000;Incident Response Management;202610;Fall 2025;001;13215;Thompson, Marcus A.;50.0%;;;;42.9%;;;7.1%;;;;;;;;;;;;;;;;
;;;;;;012;11452;Thompson, Marcus A.;61.8%;;;;32.4%;;;2.9%;;;;;;;;;;;;;;;2.9%;
;;47100;Vuln Analysis & Testing;202610;Fall 2025;003;21543;Zuel, Brian C.;9.1%;;;;50.6%;;;35.1%;;;1.3%;;;;;;;;;;;;3.9%;
;;;Vuln Analysis & Testing-Honors;202610;Fall 2025;003;21543;Zuel, Brian C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;48000;Manag Info Tech Projct;202610;Fall 2025;007;32482;Josekutty Thomas, Paul;40.2%;;;;39.3%;;;13.9%;;;3.3%;;;;;;;;;;;;3.3%;
;;48101;Cloud Computing Infrastructure;202610;Fall 2025;019;21511;Nadig Anantha, Deepak;47.4%;42.1%;;;;;10.5%;;;;;;;;;;;;;;;;;
;;48300;Applied Machine Learning;202610;Fall 2025;002;21427;Kocsis, Jin;64.0%;;;;14.0%;;17.4%;1.2%;;;1.2%;;;;1.2%;;;;;;;;1.2%;
;;51100;Found Homeland Sec Std;202610;Fall 2025;001;59916;Ehlers, Shawn G.;73.4%;;23.4%;;1.6%;;;;;;;;;;;;;;;;;;1.6%;
;;51900;Natural Language Technologies;202610;Fall 2025;002;27643;Rayz, Julia M.;32.0%;12.0%;44.0%;;4.0%;4.0%;;;;;;;;;;;;;;;;;4.0%;
;;54600;IoT For IT;202610;Fall 2025;002;26856;Smith, Anthony H.;54.5%;22.7%;;;4.5%;;13.6%;;;;;;;;;;;;;;;;4.5%;
;;54900;Internet Of Things Security;202610;Fall 2025;001;29346;Bhatt, Smriti;92.3%;;;;;;;;;;;;;;;;;;;;;;7.7%;
;;55200;Info Tech Proj Mgmt;202610;Fall 2025;001;69810;Josekutty Thomas, Paul;83.3%;;;;8.3%;;;8.3%;;;;;;;;;;;;;;;;
;;57000;IT Data Analytics;202610;Fall 2025;001;23965;Springer, John A.;84.6%;;;;2.6%;;;;;;2.6%;;;;;;;;;;;;10.3%;
;;57100;Responsible Data Science;202610;Fall 2025;001;33485;Pradhan, Romila;78.9%;;;;15.8%;;;;;;;;;;5.3%;;;;;;;;;
;;58100;Advanced Cloud Computing;202610;Fall 2025;069;27178;Hacker, Thomas J.;64.7%;;;;29.4%;;;5.9%;;;;;;;;;;;;;;;;
;;;Malware Forensics;202610;Fall 2025;063;20499;Thompson, Marcus A.;93.1%;;;3.4%;;;;;;;;;;;;;;;;;;;3.4%;
;;62300;Deep Learn Sec & Priv;202610;Fall 2025;003;16188;Kocsis, Jin;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Intro To Cloud Infrastructure;202610;Fall 2025;023;25903;Nadig Anantha, Deepak;36.4%;27.3%;9.1%;;;;27.3%;;;;;;;;;;;;;;;;;
;;62500;Research Methods In Computing;202610;Fall 2025;001;32354;Li, Tianyi;95.7%;;;;4.3%;;;;;;;;;;;;;;;;;;;
COM;COM-Communication;10000;Intro To Com Studies;202610;Fall 2025;SC1;16939;Dexter-Wiens, Joshua L.;66.7%;4.8%;;;3.2%;1.6%;3.2%;4.8%;4.8%;1.6%;1.6%;;1.6%;;4.8%;;;;;;;;1.6%;
;;10200;Intro To Com Theory;202610;Fall 2025;001;16940;Zulli, Diana G.;19.4%;15.5%;;;22.5%;8.5%;17.8%;3.9%;1.6%;4.7%;;0.8%;1.6%;;0.8%;;;;;;;;3.1%;
;;11400;Fundament Of Speech;202610;Fall 2025;836;20415;Bowling, Roy N.;45.8%;8.3%;;;16.7%;4.2%;12.5%;4.2%;;;;;4.2%;;;;;;;;;;4.2%;
;;;;;;840;21497;Delworth, Angeline Mills;56.5%;13.0%;;;13.0%;4.3%;4.3%;;4.3%;;;;;;;;;;;;;;4.3%;
;;;;;;847;21520;Stogsdill, Gabrielle E.;60.9%;17.4%;;;13.0%;;4.3%;;;;4.3%;;;;;;;;;;;;;
;;;;;;848;21521;Greulach, Samantha L.;4.3%;30.4%;;;21.7%;13.0%;17.4%;4.3%;4.3%;;;;;;4.3%;;;;;;;;;
;;;;;;849;21522;Riordan, Zachary J.;47.8%;13.0%;;;8.7%;;26.1%;;4.3%;;;;;;;;;;;;;;;
;;;;;;850;21524;Ilesanmi, Rusheedah O.;54.2%;12.5%;;;8.3%;4.2%;4.2%;;4.2%;4.2%;;;;;8.3%;;;;;;;;;
;;;;;;851;21525;Ilesanmi, Rusheedah O.;54.2%;16.7%;;;12.5%;;12.5%;4.2%;;;;;;;;;;;;;;;;
;;;;;;858;21553;Grasham, Timothy M.;47.8%;17.4%;;;17.4%;;13.0%;;;;;;;;;;;;;;;;4.3%;
;;;;;;859;21554;Boersma, Cari A.;47.8%;21.7%;;;13.0%;;8.7%;;;;;;;;4.3%;;;;;;;;4.3%;
;;;;;;860;21556;Sung, Eubin;45.8%;20.8%;;;4.2%;;20.8%;;;4.2%;;;;;;;;;;;;;4.2%;
;;;;;;861;21557;Boesch, Yuliya N.;78.3%;8.7%;;;4.3%;4.3%;;;;;;;;;;;;;;;;;4.3%;
;;;;;;862;21563;Afoakwa-Acheampong, Cindy;82.6%;13.0%;;;;;;4.3%;;;;;;;;;;;;;;;;
;;;;;;867;21591;Albitz, Michelle L.;54.5%;22.7%;;;4.5%;;9.1%;4.5%;;4.5%;;;;;;;;;;;;;;
;;;;;;868;21592;Yngve, Katherine N.;69.6%;8.7%;;;8.7%;;8.7%;;;4.3%;;;;;;;;;;;;;;
;;;;;;869;21593;Mohammed, Inusah;39.1%;13.0%;;;17.4%;4.3%;13.0%;;;4.3%;;;4.3%;;4.3%;;;;;;;;;
